Data,Regiao,Tipo de Problema,Severidade,Resolvido,Acidentes Estimados,Investimento Estimado (R$ Milhoes),Mes
2024-08-15,Jardim Botanico,Buracos nas vias,Alta,False,6,53,2024-08
2024-08-15,Sao Sebastiao,Buracos nas vias,Alta,False,5,40,2024-08
2024-08-15,Asa Sul,Calcadas esburacadas,Alta,True,9,42,2024-08
2024-08-15,Jardim Botanico,Calcadas esburacadas,Alta,False,7,40,2024-08
2024-08-15,Sao Sebastiao,Problemas de drenagem,Alta,True,5,97,2024-08
2024-08-16,Asa Norte,Acumulo de lixo em pracas,Alta,False,8,30,2024-08
2024-08-16,Asa Sul,Calcadas esburacadas,Media,False,4,38,2024-08
2024-08-16,Aguas Claras,Falta de iluminacao,Media,True,5,293,2024-08
2024-08-16,Asa Norte,Falta de iluminacao,Media,False,2,299,2024-08
2024-08-16,Sol Nascente,Buracos nas vias,Media,True,5,52,2024-08
2024-08-16,Sol Nascente,Buracos nas vias,Alta,False,9,52,2024-08
2024-08-16,Aguas Claras,Buracos nas vias,Alta,False,7,52,2024-08
2024-08-16,Asa Sul,Buracos nas vias,Media,True,2,52,2024-08
2024-08-17,Asa Norte,Problemas de drenagem,Baixa,True,2,93,2024-08
2024-08-17,Asa Norte,Falta de sinalizacao,Media,True,4,57,2024-08
2024-08-17,Vicente Pires,Buracos nas vias,Baixa,False,2,58,2024-08
2024-08-17,Asa Norte,Falta de acessibilidade,Media,False,5,74,2024-08
2024-08-17,Asa Norte,Falta de iluminacao,Alta,False,7,301,2024-08
2024-08-17,Asa Sul,Problemas de drenagem,Media,False,4,108,2024-08
2024-08-18,Sao Sebastiao,Buracos nas vias,Baixa,True,2,46,2024-08
2024-08-18,Vicente Pires,Falta de acessibilidade,Alta,True,11,84,2024-08
2024-08-18,Vicente Pires,Calcadas esburacadas,Baixa,True,1,34,2024-08
2024-08-18,Sao Sebastiao,Calcadas esburacadas,Alta,True,9,43,2024-08
2024-08-18,Asa Norte,Calcadas esburacadas,Media,False,5,47,2024-08
2024-08-18,Asa Norte,Buracos nas vias,Media,False,3,59,2024-08
2024-08-18,Asa Norte,Buracos nas vias,Media,False,4,47,2024-08
2024-08-18,Vicente Pires,Acumulo de lixo em pracas,Baixa,False,1,21,2024-08
2024-08-18,Sao Sebastiao,Acumulo de lixo em pracas,Media,True,2,31,2024-08
2024-08-19,Asa Sul,Calcadas esburacadas,Baixa,True,0,40,2024-08
2024-08-19,Asa Sul,Falta de sinalizacao,Alta,True,10,55,2024-08
2024-08-19,Aguas Claras,Buracos nas vias,Alta,True,8,56,2024-08
2024-08-19,Vicente Pires,Acumulo de lixo em pracas,Baixa,False,2,20,2024-08
2024-08-20,Sol Nascente,Buracos nas vias,Alta,False,6,44,2024-08
2024-08-20,Asa Sul,Problemas de drenagem,Media,False,2,100,2024-08
2024-08-20,Asa Sul,Buracos nas vias,Baixa,True,1,42,2024-08
2024-08-20,Asa Sul,Buracos nas vias,Baixa,True,0,47,2024-08
2024-08-20,Asa Norte,Buracos nas vias,Baixa,True,2,42,2024-08
2024-08-20,Asa Sul,Buracos nas vias,Alta,True,11,51,2024-08
2024-08-20,Sol Nascente,Falta de iluminacao,Media,True,5,309,2024-08
2024-08-20,Sol Nascente,Falta de iluminacao,Baixa,False,2,290,2024-08
2024-08-20,Sol Nascente,Buracos nas vias,Media,False,3,54,2024-08
2024-08-20,Aguas Claras,Calcadas esburacadas,Baixa,True,2,49,2024-08
2024-08-20,Asa Sul,Acumulo de lixo em pracas,Alta,False,10,39,2024-08
2024-08-20,Sol Nascente,Falta de iluminacao,Media,False,2,298,2024-08
2024-08-21,Asa Norte,Problemas de drenagem,Alta,True,8,92,2024-08
2024-08-21,Vicente Pires,Calcadas esburacadas,Alta,False,9,43,2024-08
2024-08-21,Asa Sul,Calcadas esburacadas,Media,False,2,36,2024-08
2024-08-21,Asa Sul,Falta de sinalizacao,Alta,False,11,62,2024-08
2024-08-21,Asa Norte,Falta de sinalizacao,Baixa,True,2,50,2024-08
2024-08-22,Vicente Pires,Falta de iluminacao,Media,False,2,309,2024-08
2024-08-22,Sol Nascente,Buracos nas vias,Baixa,True,0,48,2024-08
2024-08-22,Aguas Claras,Buracos nas vias,Media,False,5,53,2024-08
2024-08-22,Sao Sebastiao,Buracos nas vias,Baixa,False,0,40,2024-08
2024-08-22,Vicente Pires,Buracos nas vias,Baixa,False,2,52,2024-08
2024-08-22,Vicente Pires,Problemas de drenagem,Media,True,5,103,2024-08
2024-08-22,Asa Norte,Calcadas esburacadas,Media,True,4,37,2024-08
2024-08-22,Vicente Pires,Falta de sinalizacao,Baixa,False,1,58,2024-08
2024-08-22,Asa Norte,Calcadas esburacadas,Baixa,False,0,45,2024-08
2024-08-22,Sol Nascente,Problemas de drenagem,Alta,True,11,90,2024-08
2024-08-23,Sao Sebastiao,Falta de sinalizacao,Alta,False,9,65,2024-08
2024-08-23,Aguas Claras,Problemas de drenagem,Media,False,2,101,2024-08
2024-08-23,Vicente Pires,Acumulo de lixo em pracas,Media,False,3,39,2024-08
2024-08-23,Asa Norte,Problemas de drenagem,Media,False,3,94,2024-08
2024-08-23,Sao Sebastiao,Falta de iluminacao,Baixa,False,1,307,2024-08
2024-08-23,Asa Sul,Calcadas esburacadas,Alta,True,9,40,2024-08
2024-08-24,Asa Norte,Calcadas esburacadas,Baixa,False,2,50,2024-08
2024-08-24,Sao Sebastiao,Calcadas esburacadas,Baixa,False,0,33,2024-08
2024-08-24,Vicente Pires,Acumulo de lixo em pracas,Baixa,True,0,29,2024-08
2024-08-24,Vicente Pires,Calcadas esburacadas,Baixa,False,1,33,2024-08
2024-08-24,Sol Nascente,Buracos nas vias,Baixa,False,1,48,2024-08
2024-08-24,Asa Norte,Acumulo de lixo em pracas,Alta,False,7,30,2024-08
2024-08-25,Asa Sul,Problemas de drenagem,Baixa,True,0,97,2024-08
2024-08-25,Asa Sul,Buracos nas vias,Baixa,False,1,57,2024-08
2024-08-25,Jardim Botanico,Buracos nas vias,Media,False,2,48,2024-08
2024-08-26,Asa Norte,Buracos nas vias,Media,False,3,54,2024-08
2024-08-26,Aguas Claras,Buracos nas vias,Alta,True,9,57,2024-08
2024-08-26,Sao Sebastiao,Calcadas esburacadas,Baixa,False,0,33,2024-08
2024-08-26,Vicente Pires,Buracos nas vias,Alta,False,11,48,2024-08
2024-08-26,Asa Norte,Buracos nas vias,Baixa,False,2,56,2024-08
2024-08-26,Asa Sul,Calcadas esburacadas,Alta,False,10,33,2024-08
2024-08-26,Aguas Claras,Falta de iluminacao,Media,True,4,307,2024-08
2024-08-26,Vicente Pires,Calcadas esburacadas,Media,False,2,32,2024-08
2024-08-26,Asa Sul,Acumulo de lixo em pracas,Media,False,5,21,2024-08
2024-08-27,Jardim Botanico,Falta de iluminacao,Media,False,4,302,2024-08
2024-08-27,Aguas Claras,Problemas de drenagem,Media,False,2,107,2024-08
2024-08-28,Sol Nascente,Buracos nas vias,Baixa,True,0,54,2024-08
2024-08-28,Vicente Pires,Calcadas esburacadas,Alta,False,10,31,2024-08
2024-08-28,Aguas Claras,Falta de acessibilidade,Media,False,2,89,2024-08
2024-08-29,Asa Norte,Calcadas esburacadas,Alta,True,11,32,2024-08
2024-08-29,Asa Sul,Calcadas esburacadas,Media,True,4,33,2024-08
2024-08-29,Jardim Botanico,Problemas de drenagem,Baixa,True,2,93,2024-08
2024-08-29,Aguas Claras,Falta de acessibilidade,Alta,True,6,86,2024-08
2024-08-29,Aguas Claras,Calcadas esburacadas,Media,False,3,34,2024-08
2024-08-29,Asa Sul,Problemas de drenagem,Baixa,True,1,92,2024-08
2024-08-29,Vicente Pires,Falta de iluminacao,Alta,True,9,291,2024-08
2024-08-29,Asa Sul,Calcadas esburacadas,Media,True,4,39,2024-08
2024-08-29,Sol Nascente,Acumulo de lixo em pracas,Alta,True,7,33,2024-08
2024-08-29,Jardim Botanico,Buracos nas vias,Baixa,False,1,50,2024-08
2024-08-30,Asa Norte,Problemas de drenagem,Media,False,5,105,2024-08
2024-08-30,Asa Sul,Falta de iluminacao,Baixa,False,1,304,2024-08
2024-08-30,Jardim Botanico,Calcadas esburacadas,Baixa,False,2,43,2024-08
2024-08-30,Vicente Pires,Problemas de drenagem,Baixa,False,1,107,2024-08
2024-08-30,Asa Sul,Buracos nas vias,Baixa,False,2,40,2024-08
2024-08-31,Sol Nascente,Calcadas esburacadas,Baixa,True,2,35,2024-08
2024-08-31,Jardim Botanico,Calcadas esburacadas,Baixa,True,1,40,2024-08
2024-08-31,Asa Sul,Calcadas esburacadas,Media,True,2,38,2024-08
2024-08-31,Sao Sebastiao,Buracos nas vias,Media,False,3,40,2024-08
2024-09-01,Asa Sul,Buracos nas vias,Baixa,True,1,53,2024-09
2024-09-01,Asa Sul,Problemas de drenagem,Baixa,False,1,105,2024-09
2024-09-01,Jardim Botanico,Calcadas esburacadas,Media,False,3,36,2024-09
2024-09-01,Jardim Botanico,Falta de iluminacao,Baixa,False,1,306,2024-09
2024-09-01,Asa Sul,Problemas de drenagem,Media,False,2,99,2024-09
2024-09-02,Sol Nascente,Buracos nas vias,Alta,False,7,44,2024-09
2024-09-02,Sol Nascente,Buracos nas vias,Baixa,False,0,54,2024-09
2024-09-02,Asa Sul,Buracos nas vias,Media,True,4,54,2024-09
2024-09-02,Asa Sul,Buracos nas vias,Baixa,True,1,49,2024-09
2024-09-03,Aguas Claras,Falta de acessibilidade,Baixa,False,2,77,2024-09
2024-09-03,Aguas Claras,Calcadas esburacadas,Alta,True,9,46,2024-09
2024-09-03,Asa Sul,Buracos nas vias,Media,False,2,54,2024-09
2024-09-03,Asa Norte,Calcadas esburacadas,Media,False,4,37,2024-09
2024-09-03,Asa Sul,Calcadas esburacadas,Baixa,False,2,35,2024-09
2024-09-03,Asa Sul,Buracos nas vias,Alta,False,11,44,2024-09
2024-09-03,Asa Norte,Falta de sinalizacao,Media,False,3,53,2024-09
2024-09-04,Sao Sebastiao,Falta de acessibilidade,Alta,False,5,86,2024-09
2024-09-04,Asa Sul,Calcadas esburacadas,Alta,True,6,31,2024-09
2024-09-04,Sao Sebastiao,Calcadas esburacadas,Media,True,3,37,2024-09
2024-09-04,Asa Norte,Buracos nas vias,Media,True,4,42,2024-09
2024-09-04,Aguas Claras,Calcadas esburacadas,Media,False,4,33,2024-09
2024-09-04,Sol Nascente,Buracos nas vias,Baixa,False,2,58,2024-09
2024-09-05,Jardim Botanico,Problemas de drenagem,Baixa,True,0,90,2024-09
2024-09-05,Vicente Pires,Problemas de drenagem,Baixa,True,2,93,2024-09
2024-09-06,Sol Nascente,Buracos nas vias,Media,False,4,42,2024-09
2024-09-06,Sol Nascente,Falta de acessibilidade,Alta,False,5,75,2024-09
2024-09-06,Aguas Claras,Buracos nas vias,Media,True,5,53,2024-09
2024-09-06,Asa Norte,Falta de iluminacao,Baixa,False,1,308,2024-09
2024-09-06,Sao Sebastiao,Calcadas esburacadas,Alta,True,10,40,2024-09
2024-09-06,Asa Norte,Problemas de drenagem,Media,False,3,93,2024-09
2024-09-07,Aguas Claras,Problemas de drenagem,Media,False,4,96,2024-09
2024-09-07,Asa Sul,Falta de iluminacao,Media,True,5,291,2024-09
2024-09-07,Sao Sebastiao,Falta de sinalizacao,Baixa,True,1,56,2024-09
2024-09-07,Vicente Pires,Buracos nas vias,Media,False,5,53,2024-09
2024-09-07,Sao Sebastiao,Calcadas esburacadas,Media,False,4,48,2024-09
2024-09-07,Aguas Claras,Buracos nas vias,Media,False,5,42,2024-09
2024-09-07,Jardim Botanico,Falta de iluminacao,Alta,True,8,293,2024-09
2024-09-07,Vicente Pires,Falta de iluminacao,Alta,True,5,299,2024-09
2024-09-08,Asa Sul,Falta de iluminacao,Baixa,False,1,309,2024-09
2024-09-08,Asa Norte,Buracos nas vias,Baixa,True,1,45,2024-09
2024-09-08,Asa Sul,Falta de acessibilidade,Media,False,5,75,2024-09
2024-09-08,Asa Norte,Buracos nas vias,Baixa,False,2,42,2024-09
2024-09-08,Asa Norte,Buracos nas vias,Media,False,4,43,2024-09
2024-09-09,Sao Sebastiao,Problemas de drenagem,Alta,True,8,92,2024-09
2024-09-09,Asa Norte,Falta de acessibilidade,Baixa,False,1,88,2024-09
2024-09-09,Sao Sebastiao,Buracos nas vias,Alta,False,7,59,2024-09
2024-09-09,Jardim Botanico,Problemas de drenagem,Media,True,3,101,2024-09
2024-09-09,Asa Norte,Problemas de drenagem,Media,True,5,90,2024-09
2024-09-09,Aguas Claras,Calcadas esburacadas,Baixa,False,2,49,2024-09
2024-09-09,Sol Nascente,Buracos nas vias,Alta,False,7,40,2024-09
2024-09-09,Sao Sebastiao,Buracos nas vias,Media,False,2,55,2024-09
2024-09-09,Vicente Pires,Problemas de drenagem,Alta,False,8,90,2024-09
2024-09-10,Asa Sul,Problemas de drenagem,Baixa,True,0,104,2024-09
2024-09-10,Sao Sebastiao,Falta de acessibilidade,Media,False,3,81,2024-09
2024-09-10,Asa Sul,Calcadas esburacadas,Media,True,5,35,2024-09
2024-09-10,Aguas Claras,Falta de acessibilidade,Media,False,2,75,2024-09
2024-09-10,Sol Nascente,Buracos nas vias,Alta,False,9,42,2024-09
2024-09-10,Sol Nascente,Falta de sinalizacao,Alta,True,6,63,2024-09
2024-09-10,Sol Nascente,Problemas de drenagem,Baixa,True,0,95,2024-09
2024-09-10,Asa Norte,Calcadas esburacadas,Media,True,5,33,2024-09
2024-09-10,Asa Norte,Falta de iluminacao,Media,True,4,307,2024-09
2024-09-10,Asa Norte,Calcadas esburacadas,Baixa,False,1,38,2024-09
2024-09-10,Asa Norte,Problemas de drenagem,Media,False,4,107,2024-09
2024-09-11,Asa Sul,Calcadas esburacadas,Baixa,False,2,34,2024-09
2024-09-11,Asa Norte,Falta de acessibilidade,Media,True,2,72,2024-09
2024-09-12,Aguas Claras,Falta de iluminacao,Media,False,2,299,2024-09
2024-09-12,Sao Sebastiao,Buracos nas vias,Alta,False,9,54,2024-09
2024-09-12,Asa Norte,Buracos nas vias,Baixa,True,0,53,2024-09
2024-09-12,Sol Nascente,Calcadas esburacadas,Alta,False,10,43,2024-09
2024-09-12,Asa Sul,Buracos nas vias,Alta,False,6,54,2024-09
2024-09-12,Asa Sul,Falta de acessibilidade,Baixa,True,2,81,2024-09
2024-09-12,Vicente Pires,Problemas de drenagem,Baixa,True,2,100,2024-09
2024-09-12,Sao Sebastiao,Buracos nas vias,Media,True,3,55,2024-09
2024-09-13,Aguas Claras,Buracos nas vias,Media,False,2,46,2024-09
2024-09-13,Sol Nascente,Buracos nas vias,Baixa,False,1,52,2024-09
2024-09-13,Asa Sul,Problemas de drenagem,Media,False,2,106,2024-09
2024-09-13,Vicente Pires,Buracos nas vias,Alta,False,7,59,2024-09
2024-09-14,Vicente Pires,Falta de iluminacao,Baixa,True,0,300,2024-09
2024-09-14,Aguas Claras,Falta de acessibilidade,Alta,False,8,84,2024-09
2024-09-14,Aguas Claras,Calcadas esburacadas,Alta,True,9,47,2024-09
2024-09-14,Aguas Claras,Acumulo de lixo em pracas,Baixa,False,0,38,2024-09
2024-09-14,Asa Sul,Acumulo de lixo em pracas,Alta,False,10,21,2024-09
2024-09-15,Vicente Pires,Buracos nas vias,Media,False,2,44,2024-09
2024-09-15,Vicente Pires,Calcadas esburacadas,Media,False,5,40,2024-09
2024-09-15,Aguas Claras,Calcadas esburacadas,Media,True,3,44,2024-09
2024-09-15,Jardim Botanico,Buracos nas vias,Media,False,3,56,2024-09
2024-09-15,Vicente Pires,Falta de acessibilidade,Alta,True,7,70,2024-09
2024-09-15,Asa Sul,Falta de iluminacao,Baixa,True,2,307,2024-09
2024-09-16,Vicente Pires,Calcadas esburacadas,Alta,True,5,44,2024-09
2024-09-16,Sol Nascente,Falta de iluminacao,Media,False,5,293,2024-09
2024-09-16,Asa Norte,Calcadas esburacadas,Media,False,2,34,2024-09
2024-09-16,Asa Sul,Falta de iluminacao,Baixa,False,1,296,2024-09
2024-09-16,Vicente Pires,Buracos nas vias,Alta,False,5,53,2024-09
2024-09-16,Asa Sul,Falta de iluminacao,Alta,False,11,294,2024-09
2024-09-16,Sao Sebastiao,Falta de acessibilidade,Baixa,False,1,89,2024-09
2024-09-16,Vicente Pires,Buracos nas vias,Media,False,2,49,2024-09
2024-09-16,Jardim Botanico,Problemas de drenagem,Media,True,3,108,2024-09
2024-09-17,Sao Sebastiao,Problemas de drenagem,Alta,True,8,102,2024-09
2024-09-17,Sol Nascente,Buracos nas vias,Baixa,True,1,41,2024-09
2024-09-17,Asa Norte,Problemas de drenagem,Alta,True,10,97,2024-09
2024-09-17,Vicente Pires,Calcadas esburacadas,Media,True,2,33,2024-09
2024-09-17,Asa Sul,Buracos nas vias,Media,False,5,54,2024-09
2024-09-17,Aguas Claras,Calcadas esburacadas,Media,False,4,41,2024-09
2024-09-17,Asa Sul,Falta de iluminacao,Alta,True,6,303,2024-09
2024-09-17,Asa Sul,Falta de iluminacao,Baixa,True,1,296,2024-09
2024-09-17,Asa Sul,Buracos nas vias,Alta,False,11,54,2024-09
2024-09-18,Jardim Botanico,Calcadas esburacadas,Baixa,False,0,36,2024-09
2024-09-18,Sao Sebastiao,Buracos nas vias,Alta,False,7,56,2024-09
2024-09-18,Asa Sul,Calcadas esburacadas,Alta,True,6,48,2024-09
2024-09-18,Asa Sul,Calcadas esburacadas,Media,True,4,32,2024-09
2024-09-18,Jardim Botanico,Falta de acessibilidade,Baixa,False,2,78,2024-09
2024-09-18,Aguas Claras,Buracos nas vias,Media,True,3,49,2024-09
2024-09-18,Vicente Pires,Calcadas esburacadas,Baixa,False,1,35,2024-09
2024-09-19,Asa Sul,Falta de iluminacao,Baixa,True,2,291,2024-09
2024-09-19,Aguas Claras,Buracos nas vias,Media,True,4,58,2024-09
2024-09-19,Asa Sul,Buracos nas vias,Media,False,5,54,2024-09
2024-09-19,Sol Nascente,Buracos nas vias,Baixa,True,1,50,2024-09
2024-09-19,Asa Norte,Buracos nas vias,Baixa,False,1,48,2024-09
2024-09-20,Sao Sebastiao,Falta de iluminacao,Alta,False,7,306,2024-09
2024-09-20,Sol Nascente,Acumulo de lixo em pracas,Media,False,5,25,2024-09
2024-09-20,Sol Nascente,Calcadas esburacadas,Alta,True,5,40,2024-09
2024-09-20,Aguas Claras,Buracos nas vias,Baixa,False,2,46,2024-09
2024-09-20,Asa Norte,Buracos nas vias,Media,True,3,50,2024-09
2024-09-20,Aguas Claras,Problemas de drenagem,Baixa,False,1,95,2024-09
2024-09-20,Sol Nascente,Falta de acessibilidade,Baixa,False,2,76,2024-09
2024-09-20,Jardim Botanico,Buracos nas vias,Media,True,5,53,2024-09
2024-09-21,Aguas Claras,Calcadas esburacadas,Media,False,2,46,2024-09
2024-09-21,Sol Nascente,Buracos nas vias,Media,False,5,47,2024-09
2024-09-21,Sao Sebastiao,Problemas de drenagem,Media,True,3,90,2024-09
2024-09-21,Aguas Claras,Buracos nas vias,Baixa,False,1,52,2024-09
2024-09-21,Jardim Botanico,Calcadas esburacadas,Alta,False,5,40,2024-09
2024-09-21,Asa Norte,Buracos nas vias,Media,True,5,53,2024-09
2024-09-22,Aguas Claras,Acumulo de lixo em pracas,Media,True,2,29,2024-09
2024-09-22,Sao Sebastiao,Falta de iluminacao,Alta,False,7,294,2024-09
2024-09-22,Asa Norte,Falta de acessibilidade,Alta,False,8,73,2024-09
2024-09-22,Aguas Claras,Buracos nas vias,Baixa,False,0,40,2024-09
2024-09-22,Jardim Botanico,Falta de acessibilidade,Media,True,3,86,2024-09
2024-09-23,Sol Nascente,Calcadas esburacadas,Baixa,False,0,38,2024-09
2024-09-23,Asa Sul,Falta de acessibilidade,Baixa,True,0,89,2024-09
2024-09-23,Sao Sebastiao,Calcadas esburacadas,Baixa,False,2,33,2024-09
2024-09-23,Aguas Claras,Buracos nas vias,Baixa,True,1,45,2024-09
2024-09-23,Jardim Botanico,Buracos nas vias,Alta,False,7,44,2024-09
2024-09-24,Aguas Claras,Calcadas esburacadas,Alta,True,6,48,2024-09
2024-09-24,Jardim Botanico,Buracos nas vias,Baixa,False,0,58,2024-09
2024-09-24,Jardim Botanico,Buracos nas vias,Alta,True,6,57,2024-09
2024-09-24,Jardim Botanico,Buracos nas vias,Media,True,3,47,2024-09
2024-09-24,Asa Sul,Problemas de drenagem,Media,False,2,107,2024-09
2024-09-24,Aguas Claras,Buracos nas vias,Media,True,3,42,2024-09
2024-09-24,Vicente Pires,Falta de sinalizacao,Baixa,False,0,55,2024-09
2024-09-24,Sol Nascente,Problemas de drenagem,Media,True,3,102,2024-09
2024-09-24,Jardim Botanico,Buracos nas vias,Media,False,2,43,2024-09
2024-09-24,Asa Norte,Falta de iluminacao,Alta,True,10,296,2024-09
2024-09-24,Sao Sebastiao,Buracos nas vias,Alta,True,10,44,2024-09
2024-09-24,Sol Nascente,Buracos nas vias,Alta,False,11,45,2024-09
2024-09-25,Asa Sul,Buracos nas vias,Alta,True,8,58,2024-09
2024-09-25,Sao Sebastiao,Calcadas esburacadas,Media,False,4,31,2024-09
2024-09-25,Aguas Claras,Calcadas esburacadas,Alta,False,5,32,2024-09
2024-09-25,Vicente Pires,Calcadas esburacadas,Media,True,5,31,2024-09
2024-09-26,Vicente Pires,Problemas de drenagem,Media,False,5,104,2024-09
2024-09-26,Asa Sul,Buracos nas vias,Media,False,2,51,2024-09
2024-09-26,Asa Sul,Calcadas esburacadas,Media,False,4,37,2024-09
2024-09-26,Jardim Botanico,Buracos nas vias,Media,False,4,41,2024-09
2024-09-26,Sao Sebastiao,Falta de acessibilidade,Alta,True,7,80,2024-09
2024-09-26,Asa Sul,Falta de iluminacao,Media,False,2,302,2024-09
2024-09-26,Jardim Botanico,Buracos nas vias,Media,False,3,50,2024-09
2024-09-27,Sao Sebastiao,Calcadas esburacadas,Media,False,4,46,2024-09
2024-09-27,Jardim Botanico,Buracos nas vias,Alta,True,7,59,2024-09
2024-09-27,Sao Sebastiao,Calcadas esburacadas,Media,False,3,42,2024-09
2024-09-27,Sao Sebastiao,Buracos nas vias,Alta,True,6,43,2024-09
2024-09-27,Sol Nascente,Calcadas esburacadas,Baixa,False,0,36,2024-09
2024-09-27,Asa Norte,Buracos nas vias,Media,False,5,52,2024-09
2024-09-28,Aguas Claras,Falta de iluminacao,Media,False,3,305,2024-09
2024-09-28,Aguas Claras,Problemas de drenagem,Media,False,5,108,2024-09
2024-09-28,Vicente Pires,Falta de iluminacao,Media,True,3,308,2024-09
2024-09-28,Sol Nascente,Falta de acessibilidade,Alta,True,11,76,2024-09
2024-09-28,Sao Sebastiao,Problemas de drenagem,Alta,True,11,95,2024-09
2024-09-29,Sol Nascente,Acumulo de lixo em pracas,Media,True,4,23,2024-09
2024-09-29,Vicente Pires,Calcadas esburacadas,Media,True,2,34,2024-09
2024-09-29,Sol Nascente,Buracos nas vias,Media,False,5,41,2024-09
2024-09-29,Asa Norte,Problemas de drenagem,Alta,True,10,93,2024-09
2024-09-29,Vicente Pires,Calcadas esburacadas,Baixa,False,2,45,2024-09
2024-09-29,Jardim Botanico,Acumulo de lixo em pracas,Media,True,3,32,2024-09
2024-09-29,Aguas Claras,Buracos nas vias,Alta,False,10,41,2024-09
2024-09-29,Vicente Pires,Buracos nas vias,Baixa,True,2,47,2024-09
2024-09-29,Sao Sebastiao,Calcadas esburacadas,Media,True,5,47,2024-09
2024-09-30,Vicente Pires,Acumulo de lixo em pracas,Media,True,4,33,2024-09
2024-09-30,Sao Sebastiao,Falta de iluminacao,Alta,False,10,297,2024-09
2024-09-30,Asa Sul,Falta de sinalizacao,Media,True,4,59,2024-09
2024-09-30,Sao Sebastiao,Acumulo de lixo em pracas,Alta,True,11,29,2024-09
2024-09-30,Jardim Botanico,Falta de sinalizacao,Media,True,3,65,2024-09
2024-09-30,Asa Sul,Problemas de drenagem,Baixa,False,1,103,2024-09
2024-09-30,Asa Sul,Calcadas esburacadas,Media,False,5,40,2024-09
2024-10-01,Asa Sul,Buracos nas vias,Media,False,3,54,2024-10
2024-10-01,Sao Sebastiao,Falta de acessibilidade,Media,True,3,74,2024-10
2024-10-01,Jardim Botanico,Falta de acessibilidade,Media,False,4,71,2024-10
2024-10-02,Jardim Botanico,Calcadas esburacadas,Media,False,3,47,2024-10
2024-10-02,Aguas Claras,Buracos nas vias,Baixa,True,1,46,2024-10
2024-10-02,Aguas Claras,Calcadas esburacadas,Baixa,True,0,44,2024-10
2024-10-02,Asa Sul,Falta de sinalizacao,Alta,False,10,66,2024-10
2024-10-02,Sol Nascente,Calcadas esburacadas,Media,False,4,46,2024-10
